area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p08a;p08b;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p231;p232;p233;p24;p25;p251;p26;p27;p28;p29;p30;p31;p32;p33;p34;p341;p35;p351;p36;p37;p38;p381;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p59;p60a;p60b;p60c;p60d;p60e;p60f;p60g;p60h;p60i;p60j;p60k;p61b1;p61c1;p61c2;p61c3;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;p79;p80;p81;p82;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;ingrl;fexp;condact;secemp;empleo;desempleo;grupo1;rama1;ingpc;pobreza;epobreza;nnivins;estrato;upm;id_vivienda;id_hogar;id_persona;periodo
1;100451;000303;005;01;1;02;2;37;2;10;10;1;2; ; ; ;3;6;6; ; ; ;1;2;170150;2;1; ; ; ; ; ; ;15;1;1; ;1;1;10;7; ; ; ; ; ; ; ; ; ; ; ; ;1312;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;16;9;1;2;2;2;1;15; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;1;120;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;2;2;1; ;9;3;56;1;0;4;1012;100451000303;10045100030300501;100451000303005011;10045100030300501102;202012
1;100451;000303;005;01;1;03;1;14;3;10;10;6;1;2;1;1; ;5;10;1; ; ;1;2;100350;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;56;1;0;3;1012;100451000303;10045100030300501;100451000303005011;10045100030300501103;202012
1;100451;000303;005;01;1;04;2;10;3;10;10; ;1;1;1;1; ;5;5;1; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;1;2;2; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;56;1;0;3;1012;100451000303;10045100030300501;100451000303005011;10045100030300501104;202012
1;100451;000303;005;01;1;05;2;7;3;10;10; ;1;1;1;1; ;5;2;2; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;56;1;0;3;1012;100451000303;10045100030300501;100451000303005011;10045100030300501105;202012
1;100451;000303;005;02;1;01;1;69;1;10;10;1;2; ; ; ;1;4;6;1; ; ;1;1; ;1;1; ; ; ; ; ; ;25;1;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1430;7318;6;2; ; ; ; ; ; ; ; ; ; ; ; ;51;9;1;2;3;2;1;25; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;240;2; ;60; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;180;2842,07181949178;4;2;1; ;7;3;76,5;1;0;3;1012;100451000303;10045100030300502;100451000303005021;10045100030300502101;202012
1;100451;000303;005;02;1;02;2;69;2;10;10;1;2; ; ; ;1;4;2;2; ; ;1;1; ;1;1; ; ; ; ; ; ;25;1;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1430;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;51;9;1;2;3;2;1;25; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;1;120;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;5;2;1; ;9;3;76,5;1;0;3;1012;100451000303;10045100030300502;100451000303005021;10045100030300502102;202012
1;100451;000303;005;02;1;03;1;32;3;10;10;6;2; ; ; ;5;4;6;1; ; ;1;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ; ; ; ; ; ; ; ; ; ; ; ;16;3;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1;150;2; ;80; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;70;2842,07181949178;4;2;1; ;9;7;76,5;1;0;3;1012;100451000303;10045100030300502;100451000303005021;10045100030300502103;202012
1;100451;000303;005;02;1;04;1;27;3;10;10;6;2; ; ; ;7;4;1;2; ; ;1;1; ;1;1; ; ; ; ; ; ;4;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4771;5223;2; ;2;1;2;2;2;2;2;2;2;2;2;2;0;1;1;2;3;2;1;4; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ;40;0;1;16; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;56;2842,07181949178;4;2;1; ;5;7;76,5;1;0;3;1012;100451000303;10045100030300502;100451000303005021;10045100030300502104;202012
1;100451;000303;005;03;1;01;1;49;1;10;10;1;2; ; ; ;11;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ; ;24;3;1; ;1;1;20;1;4; ; ; ; ; ; ; ; ; ; ; ;1410;7531;6;2; ; ; ; ; ; ; ; ; ; ; ; ;20;9;1;4;2;1;1;32; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;5;2;3;2;500;2; ;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;200;2842,07181949178;2;1;1; ;7;3;40;1;1;3;1012;100451000303;10045100030300503;100451000303005031;10045100030300503101;202012
1;100451;000303;005;03;1;02;2;40;2;10;10;1;2; ; ; ;11;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ; ;12;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1410;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;20;9;1;4;2;1;1;12; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;5;1;1; ;9;3;40;1;1;3;1012;100451000303;10045100030300503;100451000303005031;10045100030300503102;202012
1;100451;000303;005;03;1;03;2;20;3;10;10;6;2; ; ; ;13;7;3; ; ; ;1;1; ;2;1; ; ; ; ; ; ;12;1;2; ;3;1;40;4;1; ; ; ; ; ; ; ; ; ; ; ;1410;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;4;2;1;1;12; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;2;1;1; ;9;3;40;1;1;4;1012;100451000303;10045100030300503;100451000303005031;10045100030300503103;202012
1;100451;000303;005;03;1;04;1;17;3;10;10;6;1;1;1;1; ;7;2; ; ; ;1;1; ;2;1; ; ; ; ; ; ;6;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1410;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;4;2;1;1;6; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;5;1;1; ;9;3;40;1;1;4;1012;100451000303;10045100030300503;100451000303005031;10045100030300503104;202012
1;100451;000303;005;03;1;05;1;4;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;40;1;1; ;1012;100451000303;10045100030300503;100451000303005031;10045100030300503105;202012
1;100451;000303;005;05;1;01;1;43;1;10;10;1;2; ; ; ;3;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ; ;10;3;1; ;1;1;30;1;4; ; ; ; ; ; ; ; ; ; ; ;1430;7318;2; ;2;1;2;2;2;2;2;2;2;2;2;2;0;1;1;4;2;1;1;15; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;5;3;3;3; ; ; ; ;100;0;1;46; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;146;2842,07181949178;2;1;1; ;7;3;67,75;1;0;3;1012;100451000303;10045100030300505;100451000303005051;10045100030300505101;202012
1;100451;000303;005;05;1;02;2;34;2;10;10;1;2; ; ; ;3;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ; ;15;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1410;7531;6;2; ; ; ; ; ; ; ; ; ; ; ; ;0;9;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;1;2;5;3;3;2;70;2; ;15; ; ; ; ; ; ; ;2; ;2; ;1;70;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;55;2842,07181949178;4;2;1; ;7;3;67,75;1;0;3;1012;100451000303;10045100030300505;100451000303005051;10045100030300505102;202012
1;100451;000303;005;05;1;03;1;9;3;10;10; ;1;1;1;3; ;5;4;1; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;67,75;1;0;3;1012;100451000303;10045100030300505;100451000303005051;10045100030300505103;202012
1;100451;000303;005;05;1;04;2;5;3;10;10; ;1;1;1;3; ;5;0;2; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;67,75;1;0;3;1012;100451000303;10045100030300505;100451000303005051;10045100030300505104;202012
1;100451;000303;005;06;1;01;1;40;1;1;10;1;2; ; ; ;5;9;4; ;1;31010401;1;1; ;2;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8411;2149;1; ;1;2;2;2;1;2;1;2;2;2;1;1;9;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3;3;2; ; ; ; ;750;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;850;2842,07181949178;1;1;1; ;2;15;173;0;0;5;1012;100451000303;10045100030300506;100451000303005061;10045100030300506101;202012
1;100451;000303;005;06;1;02;2;36;2;10;10;1;2; ; ; ;3;6;6; ; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;9; ; ; ; ; ;173;0;0;4;1012;100451000303;10045100030300506;100451000303005061;10045100030300506102;202012
1;100451;000303;005;06;1;03;1;18;3;10;10;6;2; ; ; ;3;7;3; ; ; ;1;1; ;2;1; ; ; ; ; ; ;15;1;1; ;2;1;25;1;4; ; ; ; ; ; ; ; ; ; ; ;3290;7319;6;2; ; ; ; ; ; ; ; ; ; ; ; ;0;9;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;5;3;3;2;20;2; ;5; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;2842,07181949178;2;2;1; ;7;3;173;0;0;4;1012;100451000303;10045100030300506;100451000303005061;10045100030300506103;202012
1;100451;000303;005;06;1;04;1;12;3;1;10;6;1;1;1;1; ;5;7;1; ; ;1;1; ;2;1; ; ; ; ; ; ;2;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1430;9329;8; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8;1;4;2;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;173;0;0;3;1012;100451000303;10045100030300506;100451000303005061;10045100030300506104;202012
1;100451;000303;005;06;1;05;2;8;3;1;10; ;1;1;1;1; ;5;3;1; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;0; ; ; ; ; ;173;0;0;3;1012;100451000303;10045100030300506;100451000303005061;10045100030300506105;202012
1;100451;000303;005;07;1;01;1;54;1;10;10;1;2; ; ; ;3;6;6; ; ; ;1;1; ;1;1; ; ; ; ; ; ;56; ; ;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1410;7531;6;2; ; ; ; ; ; ; ; ; ; ; ; ;5;9;1;2;3;2;1;56; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2;500;2; ;200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;2842,07181949178;4;2;1; ;7;3;200;0;0;4;1012;100451000303;10045100030300507;100451000303005071;10045100030300507101;202012
1;100451;000303;005;07;1;02;2;50;2;10;10;1;1;3;1;1; ;7;2; ; ; ;1;1; ;1;1; ; ; ; ; ; ;21;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1410;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;5;9;1;2;3;2;1;21; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;5;2;1; ;9;3;200;0;0;4;1012;100451000303;10045100030300507;100451000303005071;10045100030300507102;202012
1;100451;000303;005;07;1;03;1;25;3;10;10;6;1;1;1;1; ;7;3; ; ; ;1;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4761;5223;2; ;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;400;0;1;100; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;500;2842,07181949178;1;1;1; ;5;7;200;0;0;4;1012;100451000303;10045100030300507;100451000303005071;10045100030300507103;202012
1;100451;000303;005;07;1;04;2;17;3;10;10;6;2; ; ; ;17;7;3; ; ; ;1;1; ;1;1; ; ; ; ; ; ;20;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4761;5223;9; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;5;2;1; ;5;7;200;0;0;4;1012;100451000303;10045100030300507;100451000303005071;10045100030300507104;202012
1;100451;000303;005;08;1;01;1;60;1;10;10;1;2; ; ; ;11;4;2;1; ; ;1;1; ;2;1; ; ; ; ; ; ;20;1;1; ;1;1;20;7; ; ; ; ; ; ; ; ; ; ; ; ;1430;7318;6;2; ; ; ; ; ; ; ; ; ; ; ; ;7;9;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;210;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;210;2842,07181949178;2;2;1; ;7;3;90;0;0;3;1012;100451000303;10045100030300508;100451000303005081;10045100030300508101;202012
1;100451;000303;005;08;1;02;2;57;2;10;10;1;2; ; ; ;11;4;2;2; ; ;1;1; ;2;1; ; ; ; ; ; ;20;1;1; ;1;1;20;7; ; ; ; ; ; ; ; ; ; ; ; ;1430;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ;7;9;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;150;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;2;2;1; ;9;3;90;0;0;3;1012;100451000303;10045100030300508;100451000303005081;10045100030300508102;202012
1;100451;000303;005;08;1;03;1;17;3;10;10;6;1;2;1;1; ;7;2; ; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;9; ; ; ; ; ;90;0;0;4;1012;100451000303;10045100030300508;100451000303005081;10045100030300508103;202012
1;100451;000303;005;08;1;04;2;15;3;10;10;6;2; ; ; ;7;5;6;2; ; ;1;2;100150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2842,07181949178;9; ; ; ; ; ;90;0;0;3;1012;100451000303;10045100030300508;100451000303005081;10045100030300508104;202012
2;130400;000303;009;01;1;01;1;30;1;3;10;5;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;6112;4; ;6;1;2;1;2;2;2;2;2;2;2;2;15;11;1;5;4;3;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3; ; ; ; ;360;0;1;70; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;430;196,237914669705;1;4;1; ;6;1;198,666666666667;0;0;4;1322;130400000303;13040000030300901;130400000303009011;13040000030300901101;202012
2;130400;000303;009;01;1;02;2;30;2;3;10;5;2; ; ; ;5;6;6; ; ; ;6;2;90850;2;1; ; ; ; ; ; ;20;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9602;5142;6;2; ; ; ; ; ; ; ; ; ; ; ; ;1;9;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2;50;2; ;10; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;40;196,237914669705;4;2;1; ;5;19;198,666666666667;0;0;4;1322;130400000303;13040000030300901;130400000303009011;13040000030300901102;202012
2;130400;000303;009;01;1;03;1;8;3;3;10; ;1;1;1;1; ;5;3;1; ; ;6;2;230150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;196,237914669705;0; ; ; ; ; ;198,666666666667;0;0;3;1322;130400000303;13040000030300901;130400000303009011;13040000030300901103;202012
2;130400;000303;009;02;1;01;1;57;1;10;10;5;2; ; ; ;11;4;6;1; ; ;6;2;130250;3;1; ; ; ; ; ; ;32;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;150;6130;6;2; ; ; ; ; ; ; ; ; ; ; ; ;37;10;1;3;3;2;2;25;7;0;4711;5221;5;2;9;1;2;3;1;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;500;1;60;170; ; ; ; ;100;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;490;196,237914669705;1;2;1; ;6;1;109,714285714286;0;0;3;1322;130400000303;13040000030300902;130400000303009021;13040000030300902101;202012
2;130400;000303;009;02;1;02;2;54;2;10;10;5;2; ; ; ;11;4;3;1; ; ;6;2;130250;3;1; ; ; ; ; ; ;10;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ;30;10;1;3;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;196,237914669705;5;2;1; ;9;1;109,714285714286;0;0;3;1322;130400000303;13040000030300902;130400000303009021;13040000030300902102;202012
2;130400;000303;009;02;1;03;2;32;3;10;10;2;2; ; ; ;15;7;2; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;1;240;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;196,237914669705;9; ; ; ; ; ;109,714285714286;0;0;4;1322;130400000303;13040000030300902;130400000303009021;13040000030300902103;202012
2;130400;000303;009;02;1;04;1;28;3;10;10;6;2; ; ; ;5;4;6;1; ; ;6;1; ;3;1; ; ; ; ; ; ;35;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;127;6112;4; ;6;1;2;2;2;2;2;2;2;2;2;2;13;11;1;3;3;2;2;21;14;0;150;9211;7; ;10;1;3;3;2;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;144;0;1;30; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;174;196,237914669705;4;2;1; ;6;1;109,714285714286;0;0;3;1322;130400000303;13040000030300902;130400000303009021;13040000030300902104;202012
