area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;sp02m;sp02n;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;90150;358102;022;07;1;03;2;27;3;10;10;6;2; ; ; ;2;9;8; ;1;30910205;6;1; ;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8620;2211;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;4;1;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;500;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;9;7;8;7;7;7;7;7;7;0;4;5;5;1;2612;664,234452421128;5;500;172,5;0;0;1;1; ;1;2;17;090150358102;09015035810202207;090150358102022071;09015035810202207103;202206
1;90150;358102;022;07;1;04;1;20;3;10;10;6;1;3;1;1; ;9;1; ;2; ;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;8;24; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;1;1;2;2;2;2;2;2;2;8;5;4;4;5;4;4;6;7;5;5;6;1;3;5;5;1;2612;664,234452421128;5; ;172,5;0;0;7; ;1; ; ; ;090150358102;09015035810202207;090150358102022071;09015035810202207104;202206
1;90150;358102;022;08;1;01;1;65;1;10;10;5;2; ; ; ;1;6;3; ; ; ;6;2;90450;1;1; ; ; ; ; ;56; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4782;5211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;4;1;1;3;2;1;56; ; ; ; ; ; ; ; ; ; ; ;5;600;2; ;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;7;6;6;6;5;3;5;4;5;2;4;5;5;1;2612;664,234452421128;3;300;248,333333333333;0;0;4;1; ;2;5;7;090150358102;09015035810202208;090150358102022081;09015035810202208101;202206
1;90150;358102;022;08;1;02;2;63;2;10;10;5;2; ; ; ;8;6;3; ; ; ;6;2;90550;2;1; ; ; ; ; ;10;9; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ;9529;7531;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;25;9;1;1;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;5;20;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;5;5;5;3;4;5;5;5;4;5;0;5;5;5;1;2612;664,234452421128;3;20;248,333333333333;0;0;4;1; ;2;7;19;090150358102;09015035810202208;090150358102022081;09015035810202208102;202206
1;90150;358102;022;08;1;03;1;32;3;1;10;6;2; ; ; ;5;6;5; ; ; ;6;1; ;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4751;4321;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;8;1;2; ; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;7;6;5;6;6;5;5;4;5;2;4;4;5;1;2612;664,234452421128;4;425;248,333333333333;0;0;1;1; ;1;4;7;090150358102;09015035810202208;090150358102022081;09015035810202208103;202206
1;90150;358502;009;01;1;01;1;48;1;10;10;1;2; ; ; ;5;6;5; ; ; ;6;1; ;2;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4923;8332;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;5;3;1;3;3;2;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;480;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;6;5;5;4;5;4;5;3;5;2;4;4;4;1;2612;724,743565826152;4;480;183;0;0;1;1; ;2;8;8;090150358502;09015035850200901;090150358502009011;09015035850200901101;202206
1;90150;358502;009;01;1;02;2;45;2;10;10;1;2; ; ; ;8;6;6; ; ; ;6;2;120850;2;1; ; ; ; ; ;20;9; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ;4789;5211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;9;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;300;1;60;120; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;6;5;5;3;5;4;5;3;6;1;3;3;3;1;2612;724,743565826152;4;240;183;0;0;4;1; ;2;5;7;090150358502;09015035850200901;090150358502009011;09015035850200901102;202206
1;90150;358502;009;01;1;03;2;15;3;10;10;6;1;1;1;4; ;5;10;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;183;0;0;9; ; ; ; ; ;090150358502;09015035850200901;090150358502009011;09015035850200901103;202206
1;90150;358502;009;01;1;04;1;12;3;10;10;6;1;2;1;4; ;5;7;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;183;0;0;0; ; ; ; ; ;090150358502;09015035850200901;090150358502009011;09015035850200901104;202206
1;90150;358502;009;02;1;01;1;65;1;10;10;1;2; ; ; ;1;9;4; ;2; ;6;2;110150;1;1; ; ; ; ; ;35;2; ;3;1;10; ;4;4; ; ; ; ; ; ; ; ;4721;5223;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;2;3;1;2;20;15;0;4923;8322;6;2;3;1;1;3;2;5; ; ; ; ; ; ; ; ;400;2; ;1;270;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;2;2;0;4;5;1;0;9;0;3;0;0;1;2612;724,743565826152;5;400;585;0;0;2;1; ;1;5;7;090150358502;09015035850200902;090150358502009021;09015035850200902101;202206
1;90150;358502;009;02;1;02;2;56;2;10;10;1;2; ; ; ;8;6;3; ; ; ;4;2;71350;1;1; ; ; ; ; ;14;9; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ;4721;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;2;3;1;1;14; ; ; ; ; ; ; ; ; ; ; ;5;1600;1;100;1200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2;3;2;2;4;2;2;3;2;2;2;2;2;1;2612;724,743565826152;3;500;585;0;0;1;1; ;1;5;7;090150358502;09015035850200902;090150358502009021;09015035850200902102;202206
1;90150;358502;009;03;1;01;2;41;1;1;10;5;2; ; ; ;2;9;5; ;1;30410401;6;1; ;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4669;4214;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;15;1;2; ; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;850;70;1;10; ; ; ;2; ;1;120;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;7;5;5;5;7;7;6;9;4;1;4;7;7;1;2612;724,743565826152;5;930;483,333333333333;0;0;1;1; ;1;4;7;090150358502;09015035850200903;090150358502009031;09015035850200903101;202206
1;90150;358502;009;03;1;02;1;34;2;2;10;5;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;70; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4923;8322;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;3;1;1;3;2;1;70; ; ; ; ; ; ; ; ; ; ; ;2;700;2; ;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;5;5;4;5;4;0;3;2;2;1;2612;724,743565826152;4;400;483,333333333333;0;0;4;1; ;2;8;8;090150358502;09015035850200903;090150358502009031;09015035850200903102;202206
1;90150;358502;009;03;1;03;1;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152; ; ;483,333333333333;0;0;0; ; ; ; ; ;090150358502;09015035850200903;090150358502009031;09015035850200903103;202206
1;90150;358502;009;04;1;01;1;60;1;1;10;1;2; ; ; ;11;6;6; ; ; ;4;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;700;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;8;7;6;6;5;7;7;5;6;2;4;5;5;1;2612;724,743565826152;4; ;264;0;0;9; ; ; ; ; ;090150358502;09015035850200904;090150358502009041;09015035850200904101;202206
1;90150;358502;009;04;1;02;2;56;2;10;10;1;2; ; ; ;8;4;6;1; ; ;4;2;120550;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;8;8;7;8;6;5;5;6;6;3;4;5;5;1;2612;724,743565826152;3; ;264;0;0;9; ; ; ; ; ;090150358502;09015035850200904;090150358502009041;09015035850200904102;202206
1;90150;358502;009;04;1;03;2;32;3;1;10;2;2; ; ; ;2;9;5; ;1;30410302;6;1; ;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5230;2; ; ; ;2;1;2;2;1;2;1;2;2;2;1;1;11;1;2; ; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;60;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;5;6;7;6;5;6;5;6;5;6;2;4;6;6;1;2612;724,743565826152;5;620;264;0;0;1;1; ;1;5;9;090150358502;09015035850200904;090150358502009041;09015035850200904103;202206
1;90150;358502;009;04;1;04;2;22;3;10;10;6;1;5;1;4; ;9;3; ;2; ;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;4;6;5;6;5;5;6;6;6;6;3;5;5;5;1;2612;724,743565826152;5; ;264;0;0;9; ; ; ; ; ;090150358502;09015035850200904;090150358502009041;09015035850200904104;202206
1;90150;358502;009;04;1;05;1;7;5;1;10; ;1;2;3;4; ;5;2;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;264;0;0;0; ; ; ; ; ;090150358502;09015035850200904;090150358502009041;09015035850200904105;202206
1;90150;358502;009;05;1;01;2;24;1;10;10;6;1;5;1;4; ;9;2; ;2; ;6;2;70950;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;500;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;6;7;5;6;6;4;6;5;6;3;4;5;5;1;2612;724,743565826152;5; ;250;0;0;9; ; ; ; ; ;090150358502;09015035850200905;090150358502009051;09015035850200905101;202206
1;90150;358502;009;05;1;02;2;26;7;10;10;6;1;5;1;4; ;9;2; ;2; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;5;7;7;7;8;5;5;5;5;5;4;4;5;1;2612;724,743565826152;5; ;250;0;0;9; ; ; ; ; ;090150358502;09015035850200905;090150358502009051;09015035850200905102;202206
1;90150;358502;009;06;1;01;2;51;1;10;10;5;2; ; ; ;5;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4781;5211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;4;1;3;3;2;1;48; ; ; ; ; ; ; ; ; ; ; ;5;3000;1;100;500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;5;6;3;4;6;4;4;6;6;3;5;6;7;1;2612;724,743565826152;4;2600;513,666666666667;0;0;1;1; ;2;5;7;090150358502;09015035850200906;090150358502009061;09015035850200906101;202206
1;90150;358502;009;06;1;02;1;38;2;10;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4781;5211;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;4;1;3;3;2;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;7;8;6;8;7;5;5;7;6;6;6;6;5;1;2612;724,743565826152;3; ;513,666666666667;0;0;5;1; ;2;5;7;090150358502;09015035850200906;090150358502009061;09015035850200906102;202206
1;90150;358502;009;06;1;03;1;30;3;1;10;6;2; ; ; ;5;4;6;1; ; ;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;3811;9611;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;11;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;300;170;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;7;7;5;5;7;5;6;5;6;3;6;8;8;1;2612;724,743565826152;3;470;513,666666666667;0;0;1;1; ;1;9;5;090150358502;09015035850200906;090150358502009061;09015035850200906103;202206
1;90150;358502;009;06;1;04;2;21;3;10;10;6;2; ; ; ;13;7;3; ; ; ;6;1; ;4;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4781;5211;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;1;3;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;6;7;6;7;6;7;6;6;6;4;7;5;5;1;2612;724,743565826152;4; ;513,666666666667;0;0;5;1; ;2;5;7;090150358502;09015035850200906;090150358502009061;09015035850200906104;202206
1;90150;358502;009;06;1;05;1;16;3;10;10;6;1;2;1;4; ;5;9;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;7;7;6;7;7;7;8;6;6;3;5;4;5;1;2612;724,743565826152;3; ;513,666666666667;0;0;9; ; ; ; ; ;090150358502;09015035850200906;090150358502009061;09015035850200906105;202206
1;90150;358502;009;06;1;06;1;14;3;10;10;6;1;2;1;4; ;5;9;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;513,666666666667;0;0;0; ; ; ; ; ;090150358502;09015035850200906;090150358502009061;09015035850200906106;202206
1;90150;358502;009;07;1;01;2;58;1;10;10;4;2; ; ; ;8;1; ;2; ; ;6;2;91450;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;7;5;7;7;8;5;9;4;6;2;5;3;3;1;2612;724,743565826152;1; ;145,142857142857;0;0;9; ; ; ; ; ;090150358502;09015035850200907;090150358502009071;09015035850200907101;202206
1;90150;358502;009;07;1;02;2;36;3;10;10;5;2; ; ; ;8;6;6; ; ; ;6;2;230150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;0;6;0;0;7;2;10;2;2;0;3;0;0;1;2612;724,743565826152;4; ;145,142857142857;0;0;9; ; ; ; ; ;090150358502;09015035850200907;090150358502009071;09015035850200907102;202206
1;90150;358502;009;07;1;03;1;35;3;10;10;6;2; ; ; ;5;6;2; ; ; ;6;2;110150;3;1; ; ; ; ; ;24;2; ;1;1;15; ;4;4; ; ; ; ; ; ; ; ;5610;5120;2; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;15;1;1;3;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;60; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;5;6;8;9;7;7;6;7;4;6;3;5;5;5;1;2612;724,743565826152;3;460;145,142857142857;0;0;2;1; ;2;5;9;090150358502;09015035850200907;090150358502009071;09015035850200907103;202206
1;90150;358502;009;07;1;04;1;34;4;10;10;5;2; ; ; ;5;6;6; ; ; ;6;2;110150;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;127;6114;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;10;11;1;3;3;2;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;2612;724,743565826152;4;400;145,142857142857;0;0;4;1; ;2;6;1;090150358502;09015035850200907;090150358502009071;09015035850200907104;202206
1;90150;358502;009;07;1;05;1;15;5;10;10;6;1;2;1;4; ;5;10;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;145,142857142857;0;0;9; ; ; ; ; ;090150358502;09015035850200907;090150358502009071;09015035850200907105;202206
1;90150;358502;009;07;1;06;1;14;5;10;10;6;1;1;1;4; ;5;9;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;145,142857142857;0;0;0; ; ; ; ; ;090150358502;09015035850200907;090150358502009071;09015035850200907106;202206
1;90150;358502;009;07;1;07;1;5;5;10;10; ;1;1;1;4; ;5;1;2; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;724,743565826152;3; ;145,142857142857;0;0;0; ; ; ; ; ;090150358502;09015035850200907;090150358502009071;09015035850200907107;202206
1;90150;359801;022;01;1;01;1;73;1;1;10;1;2; ; ; ;2;9;5; ;1;30330101;6;2;120550;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;350;1;200;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5;5;8;8;8;7;4;5;5;3;4;2;2;1;2611;308,906032639082;5; ;370;0;0;9; ; ; ; ; ;090150359801;09015035980102201;090150359801022011;09015035980102201101;202206
1;90150;359801;022;01;1;02;2;69;2;1;10;1;2; ; ; ;1;6;6; ; ; ;6;2;240350;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;2611;308,906032639082;4; ;370;0;0;9; ; ; ; ; ;090150359801;09015035980102201;090150359801022011;09015035980102201102;202206
1;90150;359801;022;01;1;03;2;29;3;1;10;6;2; ; ; ;5;9;3; ;2; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;8413;4120;1; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;0;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;60;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;4;4;2;2;7;7;3;6;6;3;3;2;2;1;2611;308,906032639082;5;560;370;0;0;1;1; ;1;4;15;090150359801;09015035980102201;090150359801022011;09015035980102201103;202206
1;90150;359801;022;02;1;01;1;61;1;10;10;1;2; ; ; ;7;9;4; ;2; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;2611;308,906032639082;5; ;243,333333333333;0;0;9; ; ; ; ; ;090150359801;09015035980102202;090150359801022021;09015035980102202101;202206
