area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;240250;000601;042;03;1;03;2;19;3;10;10;6;2; ; ; ;17;7;3; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;4; ;100;0;0;9; ; ; ; ; ;240250000601;24025000060104203;240250000601042031;24025000060104203103;202306
1;240250;000601;042;04;1;01;2;38;1;1;10;2;2; ; ; ;2;9;5; ;1;30810102;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;121;2132;2; ; ; ;2;1;2;1;1;1;1;2;2;2;1;1;5;11;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;580;80;1;85; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;5;745;248,333333333333;0;0;1;1; ;1;2;1;240250000601;24025000060104204;240250000601042041;24025000060104204101;202306
1;240250;000601;042;04;1;02;2;15;3;1;10;6;1;2;1;4; ;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;3; ;248,333333333333;0;0;9; ; ; ; ; ;240250000601;24025000060104204;240250000601042041;24025000060104204102;202306
1;240250;000601;042;04;1;03;2;3;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586; ; ;248,333333333333;0;0;0; ; ; ; ; ;240250000601;24025000060104204;240250000601042041;24025000060104204103;202306
1;240250;000601;042;05;1;01;1;56;1;4;10;1;2; ; ; ;11;6;6; ; ; ;6;2;91050;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;700;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;4; ;398;0;0;9; ; ; ; ; ;240250000601;24025000060104205;240250000601042051;24025000060104205101;202306
1;240250;000601;042;05;1;02;2;57;2;10;10;1;2; ; ; ;11;6;6; ; ; ;6;2;91050;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;4; ;398;0;0;9; ; ; ; ; ;240250000601;24025000060104205;240250000601042051;24025000060104205102;202306
1;240250;000601;042;05;1;03;2;31;3;2;10;1;2; ; ; ;2;9;5; ;1;30730201;6;2;91050;4;1; ; ; ; ; ;18;2; ;3;1;22; ;1;4; ; ; ; ; ; ; ; ;7110;2142;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6;9;1;1;3;2;1;18; ; ; ; ; ; ; ; ; ; ; ;2;350;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;5;350;398;0;0;2;1; ;2;2;13;240250000601;24025000060104205;240250000601042051;24025000060104205103;202306
1;240250;000601;042;05;1;04;1;25;3;10;10;6;2; ; ; ;11;7;3; ; ; ;6;1; ;4;1; ; ; ; ; ;44; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4722;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;6;1;1;3;1;1;44; ; ; ; ; ; ; ; ; ; ; ;5;1000;2; ;600; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;4;400;398;0;0;4;1; ;1;5;7;240250000601;24025000060104205;240250000601042051;24025000060104205104;202306
1;240250;000601;042;05;1;05;1;35;4;2;10;1;2; ; ; ;2;9;5; ;1;30730201;6;1; ;4;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4;6;1;1;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;2;1150;1;40;650; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;5;540;398;0;0;1;1; ;1;5;7;240250000601;24025000060104205;240250000601042051;24025000060104205105;202306
1;240250;000601;042;06;1;01;1;33;1;10;10;5;2; ; ; ;11;6;1; ; ; ;6;1; ;2;1; ; ; ; ; ;38;3; ;2;1;10; ;4;4; ; ; ; ; ; ; ; ;4923;9331;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;1;3;2;1;38; ; ; ; ; ; ; ; ; ; ; ;5;260;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;3;260;63;1;0;2;1; ;2;9;8;240250000601;24025000060104206;240250000601042061;24025000060104206101;202306
1;240250;000601;042;06;1;02;2;33;2;10;10;5;2; ; ; ;11;6;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;3; ;63;1;0;9; ; ; ; ; ;240250000601;24025000060104206;240250000601042061;24025000060104206102;202306
1;240250;000601;042;06;1;03;2;15;3;10;10;6;1;1;1;4; ;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;4; ;63;1;0;9; ; ; ; ; ;240250000601;24025000060104206;240250000601042061;24025000060104206103;202306
1;240250;000601;042;06;1;04;2;13;3;10;10;6;1;1;1;4; ;5;9;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;3; ;63;1;0;0; ; ; ; ; ;240250000601;24025000060104206;240250000601042061;24025000060104206104;202306
1;240250;000601;042;06;1;05;1;4;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586; ; ;63;1;0;0; ; ; ; ; ;240250000601;24025000060104206;240250000601042061;24025000060104206105;202306
1;240250;000601;042;07;1;01;1;58;1;10;10;5;2; ; ; ;11;4;6;1; ; ;6;2;120550;2;1; ; ; ; ; ;34;9; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ;5610;5212;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;3;1;1;3;2;1;34; ; ; ; ; ; ; ; ; ; ; ;5;480;1;5;150; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;3;335;145;0;0;4;1; ;2;5;9;240250000601;24025000060104207;240250000601042071;24025000060104207101;202306
1;240250;000601;042;07;1;02;2;48;2;10;10;5;2; ; ; ;11;4;6;1; ; ;6;2;90150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;3; ;145;0;0;9; ; ; ; ; ;240250000601;24025000060104207;240250000601042071;24025000060104207102;202306
1;240250;000601;042;07;1;03;1;77;7;10;10;2;2; ; ; ;1;1; ;2; ; ;6;2;120750;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2411;315,782941613586;1; ;145;0;0;9; ; ; ; ; ;240250000601;24025000060104207;240250000601042071;24025000060104207103;202306
1;240250;001801;036;01;1;01;1;78;1;1;10;1;2; ; ; ;1;6;6; ; ; ;6;2;240156;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;890;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4; ;285,6;0;0;9; ; ; ; ; ;240250001801;24025000180103601;240250001801036011;24025000180103601101;202306
1;240250;001801;036;01;1;02;2;75;2;1;10;1;2; ; ; ;1;4;6;1; ; ;6;2;90150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;3; ;285,6;0;0;9; ; ; ; ; ;240250001801;24025000180103601;240250001801036011;24025000180103601102;202306
1;240250;001801;036;01;1;03;1;43;3;1;10;1;2; ; ; ;5;6;6; ; ; ;6;2;90150;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4921;8331;2; ; ; ;2;1;2;2;1;1;1;2;2;2;1;1;23;3;2; ; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;600;60;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4;720;285,6;0;0;1;1; ;1;8;8;240250001801;24025000180103601;240250001801036011;24025000180103601103;202306
1;240250;001801;036;01;1;04;2;30;3;10;10;6;2; ; ; ;11;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;12;3; ;1;1;28; ;4;4; ; ; ; ; ; ; ; ;8121;9111;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6;8;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;80;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4;80;285,6;0;0;2;1; ;2;9;14;240250001801;24025000180103601;240250001801036011;24025000180103601104;202306
1;240250;001801;036;01;1;05;2;39;4;10;10;1;2; ; ; ;8;6;6; ; ; ;6;2;240350;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4; ;285,6;0;0;9; ; ; ; ; ;240250001801;24025000180103601;240250001801036011;24025000180103601105;202306
1;240250;001801;036;01;1;06;2;24;5;10;10;2;2; ; ; ;15;7;3; ; ; ;6;2;240150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4; ;285,6;0;0;9; ; ; ; ; ;240250001801;24025000180103601;240250001801036011;24025000180103601106;202306
1;240250;001801;036;01;1;07;1;22;5;1;10;6;1;1;1;1; ;9;4; ;2; ;6;2;240150;1;1; ; ; ; ; ;40; ;1;4; ; ;2; ; ; ; ; ; ; ; ; ; ;9499;5414;2; ; ; ;3;1;2;2;1;1;1;2;2;2;1;1;1;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;48;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;5;608;285,6;0;0;1;1; ;1;5;19;240250001801;24025000180103601;240250001801036011;24025000180103601107;202306
1;240250;001801;036;01;1;08;2;20;5;1;10;6;2; ; ; ;5;7;3; ; ; ;6;2;240150;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4771;5223;2; ; ; ;3;2;2;2;1;1;1;2;2;2;1;1;1;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;48;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4;558;285,6;0;0;1;1; ;1;5;7;240250001801;24025000180103601;240250001801036011;24025000180103601108;202306
1;240250;001801;036;01;1;09;1;18;5;10;10;6;1;2;1;4; ;7;2; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4; ;285,6;0;0;9; ; ; ; ; ;240250001801;24025000180103601;240250001801036011;24025000180103601109;202306
1;240250;001801;036;01;1;10;1;3;7;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811; ; ;285,6;0;0;0; ; ; ; ; ;240250001801;24025000180103601;240250001801036011;24025000180103601110;202306
1;240250;001801;036;02;1;01;1;41;1;10;10;2;2; ; ; ;5;6;6; ; ; ;6;3;862;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4781;5211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;9;1;1;3;2;1;48; ; ; ; ; ; ; ; ; ; ; ;5;400;2; ;150; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2413;164,280738633811;4;250;250;0;0;4;1; ;2;5;7;240250001801;24025000180103602;240250001801036021;24025000180103602101;202306
1;240250;001801;036;03;1;01;2;57;1;10;10;2;2; ; ; ;8;4;6;1; ; ;6;2;90150;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4773;5223;2; ; ; ;3;1;2;1;2;2;2;2;2;2;2;2;20;1;1;3;1;1;1;50; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;3;460;208;0;0;1;1; ;1;5;7;240250001801;24025000180103603;240250001801036031;24025000180103603101;202306
1;240250;001801;036;03;1;02;2;22;3;10;10;5;1;1;1;1; ;9;1; ;2; ;6;1; ;1;1; ; ; ; ; ;30;9; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;5610;9411;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;0;9;1;2;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;5;1000;1;180;600; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;5;580;208;0;0;1;1; ;2;9;9;240250001801;24025000180103603;240250001801036031;24025000180103603102;202306
1;240250;001801;036;03;1;03;1;29;4;10;10;5;2; ; ; ;3;6;6; ; ; ;6;3;862;3;1; ; ; ; ; ;30;9; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ;5610;9621;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;2;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2413;164,280738633811;4; ;208;0;0;5;1; ;2;9;9;240250001801;24025000180103603;240250001801036031;24025000180103603103;202306
1;240250;001801;036;03;1;04;1;0;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811; ; ;208;0;0;0; ; ; ; ; ;240250001801;24025000180103603;240250001801036031;24025000180103603104;202306
1;240250;001801;036;03;1;05;2;81;6;10;10;4;2; ; ; ;1;1; ;2; ; ;1;2;180150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;1; ;208;0;0;9; ; ; ; ; ;240250001801;24025000180103603;240250001801036031;24025000180103603105;202306
1;240250;001801;036;04;1;01;1;64;1;10;10;3;2; ; ; ;5;6;2; ; ; ;6;2;90150;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5120;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;45;6;1;2;2;1;1;50; ; ; ; ; ; ; ; ; ; ; ;5;1200;1;15;750; ; ; ; ; ; ; ;1;200;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;3;465;665;0;0;1;1; ;1;5;9;240250001801;24025000180103604;240250001801036041;24025000180103604101;202306
1;240250;001801;036;05;1;01;1;69;1;10;10;5;2; ; ; ;5;4;6;1; ; ;6;2;240350;2;1; ; ; ; ; ;30;3; ;1;1;20; ;4;4; ; ; ; ; ; ; ; ;4520;7231;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;40;9;1;1;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5;250;2; ;40; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;3;210;215;0;0;2;1; ;2;7;7;240250001801;24025000180103605;240250001801036051;24025000180103605101;202306
1;240250;001801;036;05;1;02;2;53;2;10;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4782;5211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;9;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;110;2; ;25; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;3;85;215;0;0;4;1; ;2;5;7;240250001801;24025000180103605;240250001801036051;24025000180103605102;202306
1;240250;001801;036;05;1;03;1;22;3;10;10;6;1;6;1;1; ;7;3; ; ; ;6;1; ;2;1; ; ; ; ; ;50; ;1;4; ; ;2; ; ; ; ; ; ; ; ; ; ;8121;9112;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;350;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4;350;215;0;0;4;1; ;2;9;14;240250001801;24025000180103605;240250001801036051;24025000180103605103;202306
1;240250;001801;036;06;1;01;2;58;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;2;240150;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8230;3432;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;6;1;1;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5;550;2; ;200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4;350;253,857142857143;0;0;4;1; ;2;3;14;240250001801;24025000180103606;240250001801036061;24025000180103606101;202306
1;240250;001801;036;06;1;02;2;31;3;5;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;30;9; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ;5629;5120;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;12;6;1;1;2;1;1;30; ; ; ; ; ; ; ; ; ; ; ;5;1000;1;40;500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;4;540;253,857142857143;0;0;1;1; ;1;5;9;240250001801;24025000180103606;240250001801036061;24025000180103606102;202306
1;240250;001801;036;06;1;03;2;22;3;10;10;6;1;1;3;1; ;8;1; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;5; ;253,857142857143;0;0;9; ; ; ; ; ;240250001801;24025000180103606;240250001801036061;24025000180103606103;202306
1;240250;001801;036;06;1;04;1;34;4;1;5;1;1;3;3;1; ;10;1; ;1;30720101;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8521;2330;2; ; ; ;3;2;2;2;1;1;1;2;2;2;1;1;8;1;1;40;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;800;80;1;7; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;5;887;253,857142857143;0;0;1;1; ;1;2;16;240250001801;24025000180103606;240250001801036061;24025000180103606104;202306
1;240250;001801;036;06;1;05;2;8;5;1;5; ;2; ; ; ;7;1; ;2; ; ;6;2;90150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2413;164,280738633811;1; ;253,857142857143;0;0;0; ; ; ; ; ;240250001801;24025000180103606;240250001801036061;24025000180103606105;202306
